Ten,Dia chi,Loai,So dien thoai,Hinh anh,Link Anh Goc,Gioi thieu,Website,Lat,Lng,Tu khoa goc
UBND Phường Bình Tiên,"107 Đ. Cao Văn Lầu, Phường 1, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính quyền địa phương,+84 28 3855 9847,downloaded_images\bf7df2ad669184bb480fed72850089ad.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwfZkz8WGixCMy-nciHZqQCSwjyuw3KGSw0zJtYP47D1IRStatf4ADJiBShyL803VET_s6fAqtNSnEmCGTGyJkKc7uNwPiDBX2qyuFVaaSplCiQjnPqv2SrsKT8GQGCJ6-x9vA=w80-h106-k-no,Không có,http://www.quan6.hochiminhcity.gov.vn/,10.7466025,106.6491769,Ủy ban nhân dân Quận 6
UBND Phường 9 Quận 6,"429 Đ. Lê Quang Sung, Phường 9, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính quyền địa phương,+84 28 3969 1163,downloaded_images\0d4ef3e33d4a33d965d19034f663338b.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxAjYn2CF2XaYGyXlF8F_ja4jPMRpLMHzvEOUENRGe46Fnoh5ouODNX1veP_LTn0NSlrKez0NVV7CJJ2MCl5FfVpSIIsFfCgujXhzpVo3uI-CgAsO3wsfTgdxRST4_LhVz0DTWqMw=w122-h92-k-no,Không có,Không có,10.7517859,106.6399771,Ủy ban nhân dân Quận 6
Trụ sở Đội CSGT Quận 6,"PJXQ+GFW, Phường 11, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",Sở cảnh sát,Không có,downloaded_images\93a51f6dd50fd327bbe4449e4a8d9880.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy9_uSIPXfk-3_x8PIDCjSnBXH0DuVZ056f_RjRuCibS6hnmyRPB8Q_tKi3fYx7WiqSOdmVHj8tikWTL7njFS4c_RV_1FI6JJJwTXqCtTCpoZ_-rfyug_ltx6xwy0GoklbPHwSTvg=w80-h173-k-no,Không có,Không có,10.7488534,106.6387012,Đội Cảnh sát giao thông Quận 6
Phòng Công Chứng Số 7,"388 Đ. Nguyễn Văn Luông, Phường 12, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",Công chứng viên,+84 28 3877 9584,downloaded_images\9abc5513676be9657c970291be334ca1.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSynSg7y-_lQhOmK2_zk2eAXVm2VRij6X6WNi05bug02JKPRvxj3gKhdPeG2N-lYbawrXvT3HWoVq6Ji6fKzYjH90cntLCR4sJLN5TPs8FT0nT_I7eqSDo8zwwFdkaaeZUBj2DIqag=w163-h92-k-no,Không có,https://sotuphap.hochiminhcity.gov.vn/gt-cc7,10.751175,106.635407,Phòng công chứng Quận 6
"Văn Phòng Công Chứng Nhà Bè (Nguyễn Tấn Thành, Toàn Cầu)","10 Đ. Huỳnh Thị Đồng, TT. Nhà Bè, Nhà Bè, Thành phố Hồ Chí Minh 700000, Việt Nam",Công chứng viên,+84 28 6683 6593,downloaded_images\cac28c65b44433180d2f52f01546aca9.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxluO19zXU_FZkaWsX0zGtJ-PaYS6ZrHSWufAowrkSQpsXpyFiaa6Yxn2bzndU-qRXrEvpIZvzyMxTIhv-6AXsKuIXbtU7-uEpdMBXGFs6qAMCevj8GnEXzgbaULjMDM9vHDH0uPw=w184-h92-k-no,Không có,Không có,10.6969101,106.741061,Phòng công chứng Quận 7
Trung tâm Y tế Quận 8,"28 Đ. Số 1, Phường 6, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm y tế,+84 843 999 079,downloaded_images\2ced71af70a1ddf724b10467c5b3b58c.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyNgBbUnxjkzylWjmAoWc70ZB_19TYpM2ur2EZ2my6RfVm-kznhflVLnRyoolLO-bRVdw6EBnrfbq9PXoqN-wJdHLi-K4t9o-h98d6Cs2TmkJ6CjLtt8xM9LS5iZZZFL5vjFtbcqP3SbwmM=w80-h106-k-no,Không có,https://trungtamytequan8.medinet.gov.vn/,10.735079899999999,106.6524058,Trung tâm y tế Quận 8
Trung Tâm Y Tế Quận 8,"170 Đ.Tùng Thiện Vương, Phường Xóm Củi, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",Dịch vụ y tế địa phương,Không có,downloaded_images\10729b51925acfc318e951f7055b32ff.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxJZzYJeyOHeefllOg-6t84AGdqrsx_NVsMSyjgtKzX0UgE2rsYTOOm5wyFzCq5hSPWGS7jokGKaa6C7iEI_Y93CMv2D8q_nbtRLofy8TTxiszkMYzW1TgWP3SipPH33D4rJ79P0Xiy-g8B=w122-h92-k-no,Không có,Không có,10.7478597,106.663359,Trung tâm y tế Quận 8
Trung Tâm Y Tế Dự Phòng Quận 8,"Chung cư Ngọc, 314 Âu Dương Lân, Phường Rạch Ông, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,+84 28 3850 0648,downloaded_images\f51e5ef7a159c7e87340a22d56383076.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QRn9Nzkkvz9ymouzWA6KKQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=62.4392&pitch=0&thumbfov=100,Không có,Không có,10.7431099,106.6846668,Trung tâm y tế Quận 8
Trung tâm Y tế Quận 8,"7-8 Dương Bạch Mai, Phường 5, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm y tế,Không có,downloaded_images\2fb9f6510683ede0f55efcdb9a591f10.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzn2fvi5Dhw6tquq63Jde5yeLf4mzBCdkyREcUjr9ikOIjNjmmdOGkoOFdiA9dnJoeOvnZ6kepu8n7-01JmOXuQiFNHHq4ffMiDhWLMYGKTGbb-dI3q7G4eKpXywhQ0Oif-iv-Y=w139-h92-k-no,Không có,Không có,10.7387488,106.6655299,Trung tâm y tế Quận 8
Trạm Y Tế Phường 6 Quận 8,"1663 Phạm Thế Hiển, Phường 6, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm y tế,+84 28 3981 4973,downloaded_images\a7b47ba30d435385cc5b6d1bf2462cef.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw73rhULZSxHi43P0PEw4VQvONlDHvInq93RuGa4Ajn0qeuowQq9QvLwYW1-aFf23d696S_06_XukUWZC95KHc4t9WA9s7u2lPqtK4omaJChSwesi_2DX8R5iYy5vX63Wtq0IQUag=w104-h92-k-no,Không có,https://timbenhvien.vn/chi-tiet/tram-y-te-phuong-6-quan-8/1331,10.7382098,106.65214259999999,Trung tâm y tế Quận 8
"Trạm Y tế phường 4, Quận 8","623 Phạm Thế Hiển, Phường 4, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm y tế cộng đồng,+84 392 782 377,downloaded_images\31f7c385653f9d1e004201bb8b4ebc4e.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx96vS4XNL5C1b1B066udm2eGEhfxJEXScCR-zqhcwUkhZ44VJiaLBFYjMJTDFBFxwYQKhDqu6P7ulnvlVuugDzvVCeuOhSjH-EQeaE_oX8YttjUkLU09AC1sQntoC5OcBMEmKh=w122-h92-k-no,Không có,Không có,10.7456832,106.67730139999999,Trung tâm y tế Quận 8
Trạm Y Tế Phường 2 - Quận 8,"4F Nguyễn Thị Tần, Phường Rạch Ông, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm y tế,+84 28 3851 5996,downloaded_images\5d8b33b1c03c5fe7e18bb48077542547.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzpuoxDA_vdx5UZ9bS5nDji1x-x5C3-yOhu0WyU6O3wvoqh3iF9IpADQKfzUtujetQ19ocyinMCVbseV37mFt3XG54aXDOdOQSJqbA9bxUibgdp99f7aXuxfTuaU8X_2HEz1KE=w122-h92-k-no,Không có,Không có,10.7469656,106.6861711,Trung tâm y tế Quận 8
Trạm Y Tế Phường 7 Quận 8,"2683 Phạm Thế Hiển, Phường 7, Quận 8, Thành phố Hồ Chí Minh 71812, Việt Nam",Nhân viên xét nghiệm y tế,+84 28 3850 4615,downloaded_images\b62a09c62da70ccc2d2d710e7baf27b3.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxckUQQ8ujLfosnTJu9OmPOCfC1E21iFka9CR9O9lDhzM2K0ADrPJKnIJolc6wVLadPQPJgdZ_GdJh53vcfYmjHpsCI71w8mhfuOUfNgI4QrOZMMx-0r5uaIE6Dl8eI7LLRI6cH=w122-h92-k-no,Không có,https://timbenhvien.vn/chi-tiet/tram-y-te-phuong-7-quan-8/1333,10.7257868,106.63749879999999,Trung tâm y tế Quận 8
Trạm Y Tế Phường 14 Quận 8,"64 Đ. Hoài Thanh, Phường 14, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm y tế,+84 28 3854 9115,downloaded_images\a4e0353e53aff29f27045c99d48b5eb4.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy1npL0cNSk-uu7Zk0wJsFDgoVyZTEfjmnkglGqrECkQNbtC8M8QYFRBgWk0EXLkbdIZOyf8pqq2OGMGmVT2kWs0gfyU65F0FYP1Hxv0n0f_4za0FrnGeLcBRe6jhYwkKIDE-Bq=w122-h92-k-no,Không có,https://timbenhvien.vn/chi-tiet/tram-y-te-phuong-14-quan-8/1338,10.7385326,106.6494847,Trung tâm y tế Quận 8
Phòng Y Tế Quận 8,"04 Dương Quang Đông, Phường 5, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",Sở y tế công cộng,+84 28 6653 0727,downloaded_images\d587340968aaeed1fb7cd5f7efae5a25.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JvvOPjzpBcN0P1CiDIydHg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=264.45502&pitch=0&thumbfov=100,Không có,Không có,10.740462299999999,106.6660321,Trung tâm y tế Quận 8
Trung Tâm Y Khoa Diag - Phạm Hùng,"199B Đ. Phạm Hùng, Phường 4, Quận 8, Thành phố Hồ Chí Minh 73018, Việt Nam",Trung tâm y tế,+84 1900 1717,downloaded_images\274bc38e826ca89333b4ca42c68702e9.jpg,https://lh3.googleusercontent.com/p/AF1QipPOjmeR-YaDSlwdzLJXJIksW3M2OhoKXxZTpTNi=w154-h92-k-no,Không có,http://diag.vn/,10.738902099999999,106.6699577,Trung tâm y tế Quận 8
Trung tâm Y tế Cộng Đồng,"59 Đ. Hưng Phú, Phường Hưng Phú, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính phủ,Không có,downloaded_images\24ac68990b092bfae27fd4aec20bc501.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-6he1M0DdGmgP7M_RoQICA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=149.22202&pitch=0&thumbfov=100,Không có,Không có,10.749426999999999,106.67760299999999,Trung tâm y tế Quận 8
Trung Tâm Kiểm Soát Bệnh Tật Thành Phố Hồ Chí Minh (HCDC),"366A Âu Dương Lân, Phường Rạch Ông, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",Dịch vụ y tế địa phương,+84 28 3923 1645,downloaded_images\97d8a2aadf69732cda878075c43b34f2.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw1c2toaowwE9RC-KETfZ_JNvCSoz4G_l2J5Z0Au6agQftNQ4v3CzUVLrPYvf0p7s90SIWy8T0w1cUU3P28w1n6JoCLnmfQ6oiAMcjCF7I2I_mt02ud_rNuceMBJsbO2WHcpX1S=w163-h92-k-no,Không có,https://hcdc.vn/,10.7406768,106.68576279999999,Trung tâm y tế Quận 8
Trạm y tế Phường Rạch Ông,"314 Hẻm 314 Âu D. Lân, Phường Rạch Ông, Quận 8, Thành phố Hồ Chí Minh 700000, Việt Nam",Trung tâm y tế,+84 28 3851 5995,downloaded_images\d74f309c9d4835c04c9078193a232a6b.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy50nJX5fGrMXyrVpTdxXaO468A4vOGY0Nlpf-ux5fI6ETUtTVZW66q4p1oCInuTzNiB2TXDMVtdz3EB-wGbBzqOChWSLow7aoQxA-qAc-oAuRm-nOD_OdwTk7krXhvfcPeOXhUJiL3Lx3z=w122-h92-k-no,Không có,Không có,10.742862599999999,106.6842538,Trung tâm y tế Quận 8
Trung Tâm Y Tế Quận Bình Thạnh,"8 Đinh Bộ Lĩnh, Phường 14, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm y tế công cộng,+84 28 3551 0725,downloaded_images\5e5c9739daff00994d6cae8633d3cebb.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyjZsd8-WwEB3rhdtPRkFeEOoxVB1Kd3g2tS1w57RKaGMfDKx5MbbuJnAto8ZW5DicP8XCXipPq_jYgesHXQk4N8skUD6Rz5cWbOHWddil3v926uQxxylzjnVwaEQHj9DTptPeC=w163-h92-k-no,Không có,Không có,10.8047498,106.71006849999999,Trung tâm y tế Quận 8
Trạm Y Tế Phường 15 Quận 8,"19 Mễ Cốc, Phường 15, 8, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm y tế,+84 28 3980 3554,downloaded_images\b76b21ff7b852921e00610f9f0a962db.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7QWHoGeYxOapHscBel1GOw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=114.81986&pitch=0&thumbfov=100,Không có,https://timbenhvien.vn/chi-tiet/tram-y-te-phuong-15-quan-8/1339,10.7277618,106.6323855,Trung tâm y tế Quận 8
Trung tâm Y tế quận 10,"C5, Đường Sư Vạn Hạnh, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện đa khoa,+84 28 3862 6976,downloaded_images\64f401d1a2a92bde0eed8ea8597d6723.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwsJvQdSve0y-rDm-DxMnHRz_hzzevpxadgEkZktMTb6HKI66UDjvO1A9o-YGWreJGpml1Rl_gtnULSzjsZghA-gPy5qsNV24OJWfLT1b_qINjQSy3uBAieQioTvsPNNZK4N8RT=w163-h92-k-no,Không có,Không có,10.7761141,106.6666731,Trung tâm y tế Quận 10
Trung Tâm Y Tế Quận 10,"QMJG+958, 403 Cách Mạng Tháng Tám, Phường 13, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm y tế công cộng,+84 28 3864 1405,downloaded_images\49a296e205a0d8ac940b1bd82d8e176c.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSysrJdT8qxirC-CuAUXc1saTJEI9puiTpTWMXsXVIWJrpZWzNBKnb_l0xwH5x58JRTL9jrv41PB2zK3UIyfIaIqt0DtFOBKWCllingD_uK8fDvKigEOhkAZaQ01VlgjEOrSIYJj=w122-h92-k-no,Không có,Không có,10.7806946,106.6755208,Trung tâm y tế Quận 10
Trung Tâm Y Tế Quận 10,"271 Vĩnh Viễn, Phường 8, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm y tế,+84 28 3855 7297,downloaded_images\6d3f76cdb4cb2b4db06354ebe4a86087.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxEB-_l3lA6jVYSCJ266ucRw88OJVaqzIlFgZdEQuBv5LoPMqftq6aSRtEW_ov6NH7vsxHNKnfCWGQaiK23MnSmM6pj6EgwEkyjXcO5jPIy3Ew-FZAqfQYyOYs1KmEPZh-v05sCeg=w80-h142-k-no,Không có,Không có,10.7636494,106.66753109999999,Trung tâm y tế Quận 10
Bệnh viện Quận 10,"571 Sư Vạn Hạnh, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",['Bệnh viện'],Không có,downloaded_images\2a64cec8786babe86caff18e435d50ee.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwlNjhdf8tX8GsdK1sPE759BrikHapkyMgsFFF60h7IZXyr0LLTEQooDqzEhsBG9V3id-91aq8x74g0U_pxLS0vG1wW_a95RrMWCF2niy22evTOluTYjqIEDoXzWtqsyUR2SxY8=w114-h86-k-no,Không có,https://facebook.com/BenhVienQuan10/,10.7762318,106.6666796,Bệnh viện Quận 10
Công an Quận 11,"272 Đ. Bình Thới, Phường 10, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",['Cảnh sát dân sự'],+84 28 3858 1581,downloaded_images\7b240e5ed18d2284f957d2234710600a.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxn5D86v4mfoh_hCj5uLYU0LR-hbQsyETlduzLi193rsJPMoA9-sZGWnVqtu2TJxMKuZlx4xvJx1Li4-YfLeQRMFyNJXQvqzw2GBk0TfvGeg4W-ovXh3WCt2S6ZJgKp97spiQGz=w86-h114-k-no,Không có,Không có,10.763575399999999,106.6430589,Công an Quận 11
UBND Phường Bình Thới,"270 Đ. Bình Thới, Phường 10, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính quyền quận,+84 28 3963 3351,downloaded_images\c42a1a39c350dcbc1cb94b3ba0e63c80.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzlcWCYyTP3JLRh6f8VxSGGwHfPdzSYPf27LAB2XPGRsUgHiXQN17GjC4dTHZl1vzQlvEdcWc7JTeM6n72surv4xGeyMZin63zTwGnizkhaI-OxEbrOriZZ7RKCiacN3l8KvV-gnQ=w163-h92-k-no,Không có,https://quan11.hochiminhcity.gov.vn/,10.763878,106.64359549999999,Ủy ban nhân dân Quận 11
ỦY BAN NHÂN DÂN PHƯỜNG MINH PHỤNG,"183a Lý Nam Đế, Phường 7, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính phủ,Không có,downloaded_images\5de6a5cd834b6bec0ed60667f22e11cb.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwIo5Y807WpRS1_Bl1tS6U9ntqcDBDaCyOB7V3ywaQxXA7hfVXLU4jCsYzmuOZ7a5JEoAr4yBgoMoZ0Kf45HG82R3E-o3oNMOShPgQJdcMZbhSyllb66wVGZ1Z2h9kcvw_PgvNckRo_2oyq=w80-h106-k-no,Không có,Không có,10.762283499999999,106.65892489999999,Ủy ban nhân dân Quận 11
UBND Phường Minh Phụng,"139B Thuận Kiều, Phường 7, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính quyền địa phương,Không có,downloaded_images\253b5fa62ebc6696b01aaa7b2dc0d40f.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzScu-vAhW_d2aG7Kio0jrNbnff3raEDBx_1l5D14hAZKYXrnblHemr-F0wMKo7xQyVvjjJZZk3rCMlH_wqbItsH3cnETphYspJ9Pe5EFNotK4o2Z7yNabxyPqQdyH2VVKVWt93XbXfnyeJ=w122-h92-k-no,Không có,Không có,10.7594206,106.6586282,Ủy ban nhân dân Quận 11
UBND Phường Phú Thọ,"35 Đ. Bình Thới, Phường 11, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính quyền địa phương,Không có,downloaded_images\aed8f9e69f9fd7a49656d8becc49a481.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzthzzrJjSz1LlofcRzzGDe45zVAfMJP1F0vdwqHxNy5osHuy4VeqnY1PTDWN1PZdsl22ovIGJ1JNyXI7sBPbLJTzZJItbdw75dzv7nUF26hS4AIRrioUGHlsPLuP99fKJSb-ZAhujcQxCu=w122-h92-k-no,Không có,Không có,10.7679479,106.6509413,Ủy ban nhân dân Quận 11
UBND Phường Phú Thọ,"235 Đ. Lê Đại Hành, Phường 11, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính quyền địa phương,Không có,downloaded_images\d2a8ee6cf85c353d3fe9efe38a616162.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxhx1bmdW4LWUjhpctYdjENVW5NOBDmTNm3jJ9KYpbSjW4Ip6cjFNKVbrFK_SibddxginNbkxRZYpqDk8ixPstcsMBjtGxhbQe8mDrlp99VUmkLSfnxQLFHkXMH8T38EAcq7gYgvwTiY6So=w122-h92-k-no,Không có,Không có,10.7639854,106.6555027,Ủy ban nhân dân Quận 11
HỘI ĐỒNG NHÂN DÂN - ỦY BAN NHÂN PHƯỜNG HÒA BÌNH (cơ sở 2),"416/1 Lạc Long Quân, Phường 3, Quận 11, Thành phố Hồ Chí Minh 700000, Việt Nam",Văn phòng chính phủ,Không có,downloaded_images\7966b07e280004d44d480d5e87ce31a1.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw9SQd70jN--nAJipV4vNRQX9uiMM694dnw2-VtdIXJuRZc7rGz5IpVycQ1EGKSBmqqhppNvSZJEq4KpCnHg_dBunUoY1PdHprSeY5UfwIr8T5_sFeXUUxaoF_5zZ_sbo99Qx1axIYCqL7p=w80-h142-k-no,Không có,Không có,10.769344499999999,106.6452181,Ủy ban nhân dân Quận 11
UBND Thành phố Hồ Chí Minh,"86 Lê Thánh Tôn, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam",Văn phòng chính quyền thành phố,Không có,downloaded_images\6756b70e7fe2e2b33d863c30776cdf1c.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzybLSD2US_qAaLtGNLrPkPs7N74GGYOL39Z8IixiDLgnv1bRxiDaqHJovxdEt1bIdRNqRzs9xylqttg78MxAKPi31151t1TD8Bz1NR1-Ec2_oLwnqOClaN2oqwXA5-18M7Gig5UQ=w122-h92-k-no,Không có,http://hochiminhcity.gov.vn/,10.776539,106.7009132,Ủy ban nhân dân Quận 11
Phòng Tư Pháp Quận 11,"Ủy Ban Nhân Dân, 270 Đ. Bình Thới, Phường 10, Quận 11, Thành phố Hồ Chí Minh 70000, Việt Nam",Phòng tư pháp quận,+84 28 3858 1085,Không có,,Không có,Không có,10.7638645,106.64357559999999,Ủy ban nhân dân Quận 11
UBND Phường Hòa Bình CS2,"416/1 Lạc Long Quân, Phường 3, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính quyền địa phương,Không có,downloaded_images\e3efcb0dd1f45869f6014a118affe73f.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-jUzoMZtv9k4v1pmdtKxPw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=345.2894&pitch=0&thumbfov=100,Không có,Không có,10.769344499999999,106.6452181,Ủy ban nhân dân Quận 11
Phòng Quản Lý Đô Thị Quận 11,"270 Đ. Bình Thới, Phường 10, Quận 11, Thành phố Hồ Chí Minh 70000, Việt Nam",Phòng quy hoạch đô thị,Không có,Không có,,Không có,Không có,10.7638648,106.64357539999999,Ủy ban nhân dân Quận 11
Ủy Ban Nhân Dân Quận 11 Trung Tâm Giáo Dục Nghề Nghiệp,"133 Nguyễn Chí Thanh, Phường 16, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",Trường dạy nghề,Không có,downloaded_images\9b6d3d36aaf017ba4322bc64c7ba6d8b.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4GK2kDlfoAE_stxGuGcq7w&cb_client=search.gws-prod.gps&w=80&h=92&yaw=204.68018&pitch=0&thumbfov=100,Không có,Không có,10.7564847,106.6477001,Ủy ban nhân dân Quận 11
Bệnh viện Phường 16 Quận 11,"1421 Đ. 3 Tháng 2, Phường 16, 11, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện đa khoa,+84 28 3969 1071,downloaded_images\a1fafc2bd11f1a1bcb5dbacb283d8fab.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyIa9482HzJgjDOzGn9WLbxt-VSjwtO42pk8DUns-Rc1CqXzrSlt6b7vWv-CdHBBBTY56g9la0VBSmqZoXVkbN0eDtfLn1htadxT1rrybMkjGAtvV8P2om56XQanCOBxUlSLTY=w122-h92-k-no,Không có,Không có,10.7570254,106.64784209999999,Bệnh viện Quận 11
Bệnh viện Lãnh Binh Thăng,"72 Đường Số 5 - Cư xá Bình Thới, Phường 8, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,+84 932 711 722,downloaded_images\4df64255a1ea91c7186e269dd97f244a.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw6UUxut5ibSDtmGRs4GrF7qJ1pkfyP9FkswysUrBWND3bELgnXTFq14jgKlu-2OrS7vGhu0xnHsN4ZJ17yChApNOjjSVaDdKGNm-fHSVf9jgqa55qeEB7aBCvMM3XqX8Fcsd4l=w131-h92-k-no,Không có,/url?q=http://benhvienquan11.vn/&opi=79508299&sa=U&ved=0ahUKEwjYp6qcu6iRAxVxklYBHdtvG9QQ61gIPSgR&usg=AOvVaw3-uF2DX0_JOlAlSe9yzoX-,10.7605706,106.64812119999999,Bệnh viện Quận 11
Công an Quận 12,"Đường Đ.Trương Thị Hoa, Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",Đồn cảnh sát,+84 28 3891 6754,downloaded_images\8c6d51768fe5997e0217662601be4fc3.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwzU6PG3b4NuxpVy9h3cIkqnKl9paVFYOOkiCC8iw0KkiMKuk18y9Vx8cQg9qi29HRuYsFUrd6g9ntxjRLCOz9wX8QlBLtDw3PKgFv17ZOZyOnMnMuUB4wJE_iSJ86J5o9iZeEpJiAUK3k=w80-h179-k-no,Không có,Không có,10.8674369,106.640343,Công an Quận 12
Công An Quận 12 Tp Hcm,"2368 QL1A, Trung Mỹ Tây, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",Đồn cảnh sát,Không có,Không có,,Không có,Không có,10.8481396,106.62119419999999,Công an Quận 12
UBND Phường An Phú Đông,"540 Hà Huy Giáp, Khu phố 3, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính quyền địa phương,Không có,downloaded_images\302723a3b9bf7776a40a6babb9554d6a.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy50lRR0CBjmMUdn9Ka-Gwr32C1Jfd6vu7p3lU4dXB1ZKiSfNgj_l1_niWlyjC0mcRoQ8YQwA3ztObqaPCfVNW1Z1Sbt7v1xal-WNPcXjbR7qeaegt7h-qwLSTfM-iXpgzneBh1ETxOt7CY=w122-h92-k-no,Không có,Không có,10.877629299999999,106.6786243,Ủy ban nhân dân Quận 12
UBND Thành phố Thủ Đức,"QQG3+QXQ, 168 Trương Văn Bang, Phường Thạnh Mỹ Lợi, Thủ Đức, Thành phố Hồ Chí Minh 700000, Việt Nam",Văn phòng chính quyền thành phố,+84 28 3740 0509,downloaded_images\f029e85b8f4839db2dfae0572bc9827f.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxuO82JG4uFBdedb0f8tm2O0gURsh4eH42AojQ4RABoD1eREWPMKinreDF7oLPUiy_ZjUzGYqoJWlhg94KbBy3aIl6zDfpsSoFuwMh8pYcL00bCcHyCnYSUNTmYPkWJudhaNxIn=w122-h92-k-no,Không có,Không có,10.7757212,106.7543596,Ủy ban nhân dân Quận 12
